id	Flexion	Lemme	Étiquettes	Métagraphe (β)	Metaphone2	Notes	Sémantique	Étymologie	Sous-dictionnaire	Google 1-grams	Wikipédia	Littérature	Total occurrences	Doublons	Multiples	Fréquence	Indice de fréquence
201100	s	s	nom fem inv	s	S	symb			*	149404463	1027708	828341	75630256	1	1	0.228487221772386	9
214636	ces	ces	mg detdem epi pl	Ses	SS		@		*	74621247	227548	378168	75226963	1	0	0.227268829795367	9
182371	était	être	v0ei_____a iimp 3sg	été	ATT		@	lat	*	69136067	413119	498787	70047973	1	0	0.211622538228048	9
201035	L	L	nom mas inv	l	L	symb			*	66420920	819911	204622	67445453	1	0	0.203760042504021	9
213303	ils	ils	mg propersuj 3pe mas pl	ils	ALS		@		*	64144296	207932	365140	64717368	1	0	0.195518201270416	9
130283	ont	avoir	v0ait____a ipre 3pl!	ô	ANT		@	lat	*	63232370	415276	231096	63878742	1	0	0.192984620994738	9
154146	je	je	mg propersuj 1pe epi sg	je	J/A		@		*	60263516	117450	743437	61124403	1	0	0.184663463574230	9
133249	c	c	nom mas inv	c	K				*	60531008	222581	339248	61092837	1	0	0.184568099258096	9
164215	plus	plaire	v3_i_nq__a ipsi 1sg 2sg	plu	PLS				*	178366595	1097553	857917	60107355	1	2	0.181590851048243	9
209205	plus	plus	mg adv negadv	plus	PLS		@	lat	*	178366595	1097553	857917	60107355	1	2	0.181590851048243	9
214655	plus	plus	nom mas inv	plus	PLS				*	178366595	1097553	857917	60107355	1	2	0.181590851048243	9
139676	deux	deux	nb epi pl	d2	TKS		@		*	58528805	503065	254206	59286076	1	0	0.179109677944585	9
130283	avait	avoir	v0ait____a iimp 3sg	avé	AFT		@	lat	*	58660754	197615	423610	59281979	1	0	0.179097300462383	9
173117	son	son	mg detpos epi sg	Son	SN		@		*	114315595	1135481	693229	58072153	1	1	0.175442284650086	9
173116	son	son	nom mas sg	Son	SN				*	114315595	1135481	693229	58072153	1	1	0.175442284650086	9
125890	a	a	nom mas inv	a	A				*	170993833	1530348	762968	57762383	1	2	0.174506435818788	9
201106	a	a	nom mas inv	a	A	symb			*	170993833	1530348	762968	57762383	1	2	0.174506435818788	9
130283	a	avoir	v0ait____a ipre 3sg	a	A		@	lat	*	170993833	1530348	762968	57762383	1	2	0.174506435818788	9
165423	peut	pouvoir	v3_it_xx_a ipre 3sg	p2	PT		@	lat	*	56397578	288716	145633	56831927	1	0	0.171695427134361	9
171526	sans	sans	mg prep prepv loc.cj adv	Sâ	SNS		@		*	55978539	211745	323611	56513895	1	0	0.170734617903268	9
140550	dont	dont	mg prorel	dôt	TNT		@	lat	*	54262821	341469	237707	54841997	1	0	0.165683632367706	9
226890	nous	nous	mg properobj 1pe epi pl	nûs	NS		@	lat	*	107772373	79587	598906	54225433	1	1	0.163820925524497	9
160256	nous	nous	mg propersuj 1pe epi pl	nûs	NS		@	lat	*	107772373	79587	598906	54225433	1	1	0.163820925524497	9
161749	où	où	mg advint prorel	û	A		@	lat	*	53125171	331382	294831	53751384	1	0	0.162388771982745	9
159566	même	même	mg adv	mém	MM		@		*	95870046	338931	307107	48258042	1	1	0.145792788864223	9
159565	même	même	adj epi sg	mém	MM		@		*	95870046	338931	307107	48258042	1	1	0.145792788864223	9
145956	faire	faire	v3_it_q__a infi	fér	FR				*	45327474	187869	226527	45741870	1	0	0.138191159831240	9
129939	aussi	aussi	mg adv	oSi	AS		@		*	44030215	576548	178525	44785288	1	0	0.135301221661820	9
176988	tous	tous	mg detind mas pl	tûs	TS		@		*	43684274	171552	247156	44102982	1	0	0.133239901092726	9
130126	autres	autre	nom adj epi pl	otr	ATRS				*	42918856	313159	160091	43392106	1	0	0.131092267449060	9
210920	M	M	titr mas sg	m	M	abty			*	43038611	98181	234727	43371519	1	0	0.131030071884964	9
144050	encore	encore	adv	âkor	ANKR				*	40468660	159767	217199	40845626	1	0	0.123399074654645	9
182370	être	être	nom mas sg	étr	ATR				*	79469210	365571	252901	40043841	1	1	0.120976795043311	9
182371	être	être	v0ei_____a infi	étr	ATR		@	lat	*	79469210	365571	252901	40043841	1	1	0.120976795043311	9
201006	C	C	nom mas inv	c	K	symb			*	37817403	310213	199184	38326800	1	0	0.115789427599265	9
128842	après	après	mg prep	aprés	APRS		@		*	35279292	320879	145408	35745579	1	0	0.107991278468703	9
177929	très	très	mg adv	trés	TRS		@		*	34157191	263593	94175	34514959	1	0	0.104273441722818	9
176023	temps	temps	nom mas inv	temps	TMPS		temps	lat	*	34117717	179397	157945	34455059	1	0	0.104092477313757	9
210963	y	y	nom mas inv	y	A				*	65015715	376512	445460	32918844	1	1	0.099451404865251	8
180300	y	y	mg properobj proadv	y	A		@	lat	*	65015715	376512	445460	32918844	1	1	0.099451404865251	8
201003	A	A	nom mas inv	a	A	symb			*	32414182	246981	85673	32746836	1	0	0.098931750005923	8
163371	peu	peu	mg adv	p2	P		@	lat	*	31456798	154846	168706	31780350	1	0	0.096011890776279	8
210583	fait	fait	nom mas sg	fét	FT				*	62758659	441974	276410	31738522	1	1	0.095885523843020	8
127230	ainsi	ainsi	adv	1si	ANS		@		*	29838954	268524	123104	30230582	1	0	0.091329873242030	8
157390	me	me	mg properobj 1pe epi sg	me	M		@		*	29541614	51983	348779	29942376	1	0	0.090459171597993	8
214677	toutes	toutes	mg detind fem pl	tût	TTS		@		*	28815236	92478	157616	29065330	1	0	0.087809520327388	8
182261	été	été	nom mas sg	été	AT				*	55995151	632923	199898	28413986	1	1	0.085841739324794	8
182371	été	être	v0ei_____a ppas epi inv	été	AT		@	lat	*	55995151	632923	199898	28413986	1	1	0.085841739324794	8
140535	donc	donc	mg cjco	dôk	TNK		@		*	28092111	151532	142579	28386222	1	0	0.085757861263807	8
177002	toute	toute	mg detind fem sg	tût	TT		@		*	28064571	95780	146285	28306636	1	0	0.085517423309557	8
213304	elles	elles	mg propersuj properobj 3pe fem pl	él	ALS		@		*	27257027	69962	109829	27436818	1	0	0.082889608612386	8
124085	France	France	nom fem inv	frâS	FRNS		pays		*	26463737	448128	77423	26989288	1	0	0.081537571851334	8
214634	leur	leur	mg detpos epi sg	l2r	LR		@		*	79683890	347282	354780	26795318	1	2	0.080951567403495	8
215513	leur	leur	mg properobj 3pe epi pl	l2r	LR		@		*	79683890	347282	354780	26795318	1	2	0.080951567403495	8
155236	leur	leur	nom epi sg	l2r	LR				*	79683890	347282	354780	26795318	1	2	0.080951567403495	8
156481	mais	mai	nom mas pl	mé	M/MS				*	79436986	498940	404537	26780155	1	2	0.080905758332801	8
209050	mais	mais	adv	més	M/MS	vx			*	79436986	498940	404537	26780155	1	2	0.080905758332801	8
209049	mais	mais	mg cjco	més	M/MS		@		*	79436986	498940	404537	26780155	1	2	0.080905758332801	8
222892	lui	lui	mg properobj 3pe epi sg	lui	L		@	lat	*	79186995	348729	544483	26693403	1	2	0.080643671113855	8
155986	lui	lui	mg propersuj 3pe mas sg	lui	L		@	lat	*	79186995	348729	544483	26693403	1	2	0.080643671113855	8
155988	lui	luire	v3_i_____a ppas epi inv	lui	L				*	79186995	348729	544483	26693403	1	2	0.080643671113855	8
134544	celle	celle	mg prodem fem sg	Sél	SL		@	lat	*	26214597	90114	69265	26373976	1	0	0.079678647436174	8
153968	j	j	nom mas inv	j	J/A				*	25538394	52940	246299	25837633	1	0	0.078058296951216	8
134561	celui	celui	mg prodem mas sg	Selui	SL		@	lat	*	25559727	92213	80429	25732369	1	0	0.077740282968656	8
160230	notre	notre	mg detpos epi sg	notr	NTR		@	lat	*	24659179	26986	125004	24811169	1	0	0.074957237666036	8
150698	homme	homme	nom mas sg	om	HM				*	24345595	126040	193784	24665419	1	0	0.074516911078045	8
226891	vous	vous	mg properobj 2pe epi pl	vûs	FS		@	lat	*	48016378	77183	641452	24367507	1	1	0.073616886553302	8
179957	vous	vous	mg propersuj 2pe epi pl	vûs	FS		@	lat	*	48016378	77183	641452	24367507	1	1	0.073616886553302	8
125092	Paris	Paris	npr epi inv	paris	PRS		cité		*	23958722	339785	48218	24346725	1	0	0.073554101873016	8
176897	toujours	toujours	adv	tûjûrs	TJRS/THRS		temps		*	24070092	100172	131385	24301649	1	0	0.073417922378812	8
179484	vie	vie	nom fem sg	vi	F				*	23686980	153446	125067	23965493	1	0	0.072402358574266	8
134676	ceux	ceux	mg prodem mas pl	S2	SKS		@	lat	*	23688864	59424	97542	23845830	1	0	0.072040843648032	8
130283	ai	avoir	v0ait____a ipre 1sg	é	A		@	lat	*	23298354	59461	201427	23559242	1	0	0.071175030157815	8
134275	cas	cas	nom mas inv	kas	KS				*	23299939	113498	34697	23448134	1	0	0.070839360816214	8
144681	entre	entre	mg prep prepv	âtr	ANTR		@		*	46282958	420924	127956	23415919	1	1	0.070742035800556	8
159883	ni	ni	mg cjco	ni	N		@		*	22596281	50251	133089	22779621	1	0	0.068819710398943	8
156140	là	là	adv	la	L				*	22253196	46144	125041	22424381	1	0	0.067746491756625	8
214676	tout	tout	adv	tût	TT				*	66488836	237301	430808	22385649	1	2	0.067629478175795	8
214678	tout	tout	mg detind mas sg	tût	TT		@		*	66488836	237301	430808	22385649	1	2	0.067629478175795	8
214775	tout	tout	nom mas sg	tût	TT				*	66488836	237301	430808	22385649	1	2	0.067629478175795	8
149255	grand	grand	nom adj mas sg	grâd	KRNT				*	22083555	135439	127816	22346810	1	0	0.067512141336337	8
127562	alors	alors	adv	alors	ALRS				*	21961046	285780	87150	22333976	1	0	0.067473368427725	8
134673	cet	cet	mg detdem mas sg	Sé	ST		@		*	21883881	77635	105525	22067041	1	0	0.066666928786111	8
222037	jusqu	jusqu	mg prep	jusk	JSK/ASK		@		*	21666888	210788	113657	21991333	1	0	0.066438206691266	8
217628	autre	autre	mg proind	otr	ATR		@		*	43241372	176380	204716	21811234	1	1	0.065894108041726	8
130126	autre	autre	nom adj epi sg	otr	ATR				*	43241372	176380	204716	21811234	1	1	0.065894108041726	8
140768	droit	droit	nom adj mas sg	droit	TRT				*	21657771	90151	60325	21808247	1	0	0.065885083990142	8
161750	p	p	nom mas inv	p	P				*	21487497	88075	17901	21593473	1	0	0.065236228397627	8
139707	doit	devoir	v3__t_q__a ipre 3sg	doi	TT				*	21307045	102026	67512	21476583	1	0	0.064883091005722	8
209392	si	si	adv	Si	S				*	60988159	149359	427260	20521593	1	2	0.061997962441296	8
172564	si	si	mg cjsub	Si	S		@		*	60988159	149359	427260	20521593	1	2	0.061997962441296	8
172565	si	si	nom mas inv	Si	S				*	60988159	149359	427260	20521593	1	2	0.061997962441296	8
177740	trois	trois	nb epi pl	trois	TR/TRS		@		*	20140837	196543	87233	20424613	1	0	0.061704975322920	8
155236	leurs	leur	nom epi pl	l2r	LRS				*	40451630	153890	204716	20405118	1	1	0.061646078809487	8
214635	leurs	leurs	mg detpos epi pl	l2rs	LRS		@		*	40451630	153890	204716	20405118	1	1	0.061646078809487	8
149255	grande	grand	nom adj fem sg	grâd	KRNT				*	19526279	133723	86939	19746941	1	0	0.059657654571382	8
150698	hommes	homme	nom mas pl	om	HMS				*	19455889	80860	120150	19656899	1	0	0.059385627904927	8
131363	bien	bien	adj epi inv	bi1	PN		@	lat	*	58377481	195555	368508	19647182	1	2	0.059356271792025	8
210393	bien	bien	mg loc.cj adv	bi1	PN		@	lat	*	58377481	195555	368508	19647182	1	2	0.059356271792025	8
131362	bien	bien	nom mas sg	bi1	PN			lat	*	58377481	195555	368508	19647182	1	2	0.059356271792025	8
143378	effet	effet	nom mas sg	éfé	AFT				*	19435135	93662	67185	19595982	1	0	0.059201591028353	8
149945	général	général	nom adj mas sg	jénéral	JNRL/KNRL				*	19119367	156953	51678	19327998	1	0	0.058391982243749	8
173206	sous	sou	nom mas pl	Sû	SS				*	37312091	325920	163333	18900672	1	1	0.057100983962174	8
212614	sous	sous	mg prep	Sûs	SS		@		*	37312091	325920	163333	18900672	1	1	0.057100983962174	8
135213	chez	chez	mg prep	kez	XS		@		*	17893168	105385	83324	18081877	1	0	0.054627315292441	8
165473	premier	premier	nom adj mas sg	premié	PRM/PRMR				*	17703142	260534	69208	18032884	1	0	0.054479302115594	8
135590	ci	ci	mg adv prodem	Si	S		@	lat	*	18011834	2336	1272	18015442	1	0	0.054426607938251	8
130283	avons	avoir	v0ait____a ipre 1pl	avô	AFNS		@	lat	*	17866921	9026	62796	17938743	1	0	0.054194891924719	8
154263	jour	jour	nom mas sg	jûr	JR/AR		temps		*	17308570	104345	121369	17534284	1	0	0.052972977334997	8
130283	avaient	avoir	v0ait____a iimp 3pl	avé	AFNT		@	lat	*	17360604	50866	96263	17507733	1	0	0.052892763878820	8
158170	moins	moins	mg prep adv	mo1	MNS		@	lat	*	34667855	140561	148516	17478466	1	1	0.052804345091508	8
222655	moins	moins	nom mas inv	mo1	MNS		@	lat	*	34667855	140561	148516	17478466	1	1	0.052804345091508	8
201028	J	J	nom mas inv	j	J/A	symb			*	17056595	131550	104229	17292374	1	0	0.052242140937736	8
145331	eux	eux	mg propersuj properobj 3pe mas pl	2	AKS		@		*	17151322	51178	80344	17282844	1	0	0.052213349772154	8
127956	ans	an	nom mas pl	â	ANS				*	16946923	269336	66552	17282811	1	0	0.052213250075568	8
172482	seulement	seulement	adv	S2lemâ	SLMNT				*	17085325	59240	59855	17204420	1	0	0.051976422346174	8
155788	loi	loi	nom fem sg	loi	L		droit sc		*	17093843	59690	45378	17198911	1	0	0.051959779058536	8
158249	mon	mon	mg detpos epi sg	mon	MN		@		*	16586529	29554	235278	16851361	1	0	0.050909792741856	8
142005	déjà	déjà	adv	déja	TJ/TH				*	16477391	69204	73832	16620427	1	0	0.050212116033307	8
167288	quand	quand	mg cjsub	kâd	KNT		@		*	16377118	63937	123129	16564184	1	0	0.050042199818636	8
154030	jamais	jamais	mg negadv	jamés	JM/AMS		@		*	16367702	63291	122198	16553191	1	0	0.050008988771077	8
182371	sera	être	v0ei_____a ifut 3sg	Sera	SR		@	lat	*	16308813	99403	62396	16470612	1	0	0.049759508638592	8
165473	première	premier	nom adj fem sg	premiér	PRMR				*	16038125	229600	55576	16323301	1	0	0.049314466099975	8
160086	non	non	mg negadv	non	NN		@	lat	*	32026996	150266	101523	16139393	1	1	0.048758860047528	8
210172	non	non	nom mas inv	non	NN				*	32026996	150266	101523	16139393	1	1	0.048758860047528	8
131098	beaucoup	beaucoup	mg adv	bokûp	PKP		@		*	15916064	74387	70212	16060663	1	0	0.048521008162296	8
177358	travail	travail	nom mas sg	travél	TRFL				*	15901793	81738	37633	16021164	1	0	0.048401677391119	8
138006	corps	corps	nom mas inv	korps	KRPS				*	15725719	75497	68640	15869856	1	0	0.047944559481166	8
145956	fait	faire	v3_it_q__a ppas adj mas sg	fé	FT				*	62758659	441974	276410	15869261	2	1	0.047942761921510	8
145956	fait	faire	v3_it_q__a ipre 3sg	fé	FT				*	62758659	441974	276410	15869261	2	1	0.047942761921510	8
173539	souvent	souvent	adv	Sûvâ	SFNT				*	15612936	116260	54689	15783885	1	0	0.047684831748088	8
149702	guerre	guerre	nom fem sg	gér	KR				*	15394939	146310	53820	15595069	1	0	0.047114398094311	8
182371	serait	être	v0ei_____a cond 3sg	Seré	SRT		@	lat	*	15382374	50058	69369	15501801	1	0	0.046832625331301	8
161285	ordre	ordre	nom mas sg	ordr	ARTR				*	15234857	79421	48271	15362549	1	0	0.046411929907419	8
147893	fut	fut	nom mas sg	fut	FT				R	29961838	431048	169760	15281323	1	1	0.046166537334958	8
182371	fut	être	v0ei_____a ipsi 3sg	fu	FT		@	lat	*	29961838	431048	169760	15281323	1	1	0.046166537334958	8
172966	soit	soit	mg cjco adv	Soit	ST		@		*	30082304	149712	106350	15169183	1	1	0.045827750209214	8
182371	soit	être	v0ei_____a spre 3sg	Soi	ST		@	lat	*	30082304	149712	106350	15169183	1	1	0.045827750209214	8
160056	nom	nom	nom mas sg	nom	NM				*	14726798	312811	81100	15120709	1	0	0.045681304987765	8
130285	avoir	avoir	nom mas sg	avoir	AFR				*	29848313	182850	163833	15097498	1	1	0.045611182034531	8
130283	avoir	avoir	v0ait____a infi	avoir	AFR		@	lat	*	29848313	182850	163833	15097498	1	1	0.045611182034531	8
177794	trop	trop	mg adv	trop	TRP		@	lat fra	*	14848131	48339	93162	14989632	1	0	0.045285307127222	8
182087	état	état	nom mas sg	éta	ATT				*	14835262	60644	63565	14959471	1	0	0.045194187468763	8
151571	ici	ici	adv	iSi	AS				*	14824192	35224	69893	14929309	1	0	0.045103064789196	8
179824	voir	voir	v3_itnq__a infi	voir	FR				*	14721433	90593	95791	14907817	1	0	0.045038135121758	8
175697	tant	tant	mg adv	tâ	TNT		@	lat	*	14703626	88809	88508	14880943	1	0	0.044956945847482	8
164483	plusieurs	plusieurs	mg detind epi pl	pluzi2rs	PLSRS		@		*	14609442	206210	49298	14864950	1	0	0.044908629256596	8
134896	chaque	chaque	mg detind epi sg	kak	XK		@		*	14640085	90450	58835	14789370	1	0	0.044680293863660	8
210969	Dieu	Dieu	prn mas inv	di2	T		reli		*	14473950	33797	111248	14618995	1	0	0.044165572474783	8
159726	nature	nature	nom fem sg	natur	NTR				*	14276722	35619	67326	14379667	1	0	0.043442536580096	8
145074	esprit	esprit	nom mas sg	esprit	ASPRT				*	14248273	28202	91711	14368186	1	0	0.043407851231508	8
167418	question	question	nom fem sg	kesSiô	KSXN				*	13935703	42194	38574	14016471	1	0	0.042345281997237	8
129490	assez	assez	mg adv	aSez	ASS		@		*	13850475	50024	78212	13978711	1	0	0.042231204934029	8
179538	ville	ville	nom fem sg	vil	FL				*	13568474	291085	57960	13917519	1	0	0.042046337252572	8
162314	parce	parce	mg loc.cj	parS	PRS		@		*	13810252	27094	61830	13899176	1	0	0.041990921056322	8
172811	siècle	siècle	nom mas sg	Siékl	SKL		temps		*	13636465	215119	41628	13893212	1	0	0.041972903164241	8
127216	ailleurs	ailleurs	adv	aY2rs	ALRS				*	13668521	69194	47659	13785374	1	0	0.041647112847976	8
169846	roi	roi	nom mas sg	roi	R				*	13551679	125162	89415	13766256	1	0	0.041589355292509	8
150605	histoire	histoire	nom fem sg	istoir	HSTR		hist		*	13480953	137814	46800	13665567	1	0	0.041285162882093	8
158240	moment	moment	nom mas sg	momâ	MMNT				*	13518645	48381	78853	13645879	1	0	0.041225683294688	8
140068	dire	dire	nom mas sg	dir	TR				*	27060064	31721	116722	13604254	1	1	0.041099929646488	8
140056	dire	dire	v3__t_q__a infi	dir	TR				*	27060064	31721	116722	13604254	1	1	0.041099929646488	8
145453	exemple	exemple	nom mas sg	eksempl	AKSMPL				*	13438985	111270	33275	13583530	1	0	0.041037320190505	8
167884	raison	raison	nom fem sg	rézon	RSN				*	13458359	61619	60335	13580313	1	0	0.041027601283928	8
212587	dit	dit	nom mas sg	dit	TT				*	26702997	89587	293881	13543233	1	1	0.040915578574613	8
174947	surtout	surtout	adv	Surtût	SRTT				*	13392375	66903	42952	13502230	1	0	0.040791704056003	8
204052	II	II	nb epi pl	i	A		@	lat	*	13099086	129061	25501	13253648	1	0	0.040040710821726	8
130283	eu	avoir	v0ait____a ppas mas sg	2	A		@	lat	*	12969991	61069	57812	13088872	1	0	0.039542904620267	8
154973	laquelle	laquelle	mg proint prorel fem sg	lakél	LKL		@		*	12871798	65403	48954	12986155	1	0	0.039232585401477	8
159565	mêmes	même	adj epi pl	mém	MMS		@		*	12861222	20617	28737	12910576	1	0	0.039004253029650	8
168067	rapport	rapport	nom mas sg	raport	RPRT				*	12828166	53877	20050	12902093	1	0	0.038978624964841	8
158161	moi	moi	mg properobj 1pe epi sg	moi	M		@		*	12684860	29147	181752	12895759	1	0	0.038959489262554	8
165423	peuvent	pouvoir	v3_it_xx_a ipre 3pl!	p2v	PFNT		@	lat	*	12615061	87721	33199	12735981	1	0	0.038476782562205	8
172481	seul	seul	nom adj mas sg	S2l	SL				*	12510686	72666	75514	12658866	1	0	0.038243809767468	8
128241	années	année	nom fem pl	ané	ANS		temps		*	12171157	234212	32863	12438232	1	0	0.037577250478173	8
149150	gouvernement	gouvernement	nom mas sg	gûvernemâ	KFRNMNT				*	12274684	89663	50239	12414586	1	0	0.037505813342670	8
154263	jours	jour	nom mas pl	jûr	JRS/ARS		temps		*	11962603	84700	72113	12119416	1	0	0.036614072697887	8
167405	quelques	quelque	adj epi pl	kelk	KLKS				*	23614142	131930	102718	11924395	1	1	0.036024893064841	8
214640	quelques	quelque	mg detind epi pl	kelk	KLKS		@		*	23614142	131930	102718	11924395	1	1	0.036024893064841	8
151540	i	i	nom mas inv	i	A				*	11787096	15544	7670	11810310	1	0	0.035680229882742	8
126553	action	action	nom fem sg	akSiô	AKXN				*	11711006	46729	26618	11784353	1	0	0.035601810965113	8
144768	entre	entrer	v1_it____a ipre spre 1sg 3sg	âtr	ANTR				*	46282958	420924	127956	11707960	2	1	0.035371019410832	8
144768	entre	entrer	v1_it____a impe 2sg	âtr	ANTR				*	46282958	420924	127956	11707960	2	1	0.035371019410832	8
140543	donner	donner	v1_itnq__a infi	doné	TNR				*	11602158	31743	56124	11690025	1	0	0.035316835826917	8
162864	pays	pays	nom mas inv	pais	PS				*	23101303	174683	83306	11679646	1	1	0.035285479740079	8
162871	pays	pays	nom mas inv	pais	PS				*	23101303	174683	83306	11679646	1	1	0.035285479740079	8
182099	étaient	étayer	v1_it_x__a ipre spre 3pl	été	ATNT				*	23027509	108837	127860	11632103	1	1	0.035141847170797	8
182371	étaient	être	v0ei_____a iimp 3pl	été	ATNT		@	lat	*	23027509	108837	127860	11632103	1	1	0.035141847170797	8
156267	ma	ma	mg detpos fem sg	ma	M		@		*	11413360	22687	154619	11590666	1	0	0.035016661491026	8
130283	aurait	avoir	v0ait____a cond 3sg	oré	ART		@	lat	*	11444926	59680	57364	11561970	1	0	0.034929967756762	8
166122	près	près	adv	prés	PRS		@		*	11385107	102720	65071	11552898	1	0	0.034902560258949	8
